City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
59,zheleznodorozhnyy,55.7503,38.0042,-6.25,99,57,2.3,RU,1676234605
60,bintulu,3.1667,113.0333,24.23,94,40,1.54,MY,1676234486
61,nikolskoye,59.7035,30.7861,1.94,97,100,5.65,RU,1676234606
62,lufilufi,-13.8745,-171.5986,28.88,74,99,4.91,WS,1676234606
63,georgetown,5.4112,100.3354,26.96,100,20,2.06,MY,1676234607
64,dezhou,37.4486,116.2925,-1.82,94,60,2.81,CN,1676234607
65,coquimbo,-29.9533,-71.3436,21.85,68,0,5.66,CL,1676234607
66,paamiut,61.994,-49.6678,-20.36,92,8,5.98,GL,1676234608
67,bluff,-46.6,168.3333,14.99,83,76,2.26,NZ,1676234608
68,aklavik,68.2191,-135.0107,-32.0,75,75,0.0,CA,1676234549
69,san cristobal,7.7669,-72.225,26.1,49,47,1.85,VE,1676234609
70,port alfred,-33.5906,26.891,22.88,95,92,1.79,ZA,1676234609
71,mar del plata,-38.0023,-57.5575,25.01,83,75,6.17,AR,1676234603
72,ribeira grande,38.5167,-28.7,15.43,67,75,8.94,PT,1676234610
73,lagoa,39.05,-27.9833,14.25,70,100,10.41,PT,1676234610
74,vaini,-21.2,-175.2,28.09,89,75,2.57,TO,1676234610
75,oktyabrskiy,54.4815,53.471,-8.98,92,100,4.6,RU,1676234611
76,sao filipe,14.8961,-24.4956,21.38,80,93,3.8,CV,1676234611
77,saint george,37.1041,-113.5841,16.35,26,0,1.54,US,1676234612
78,bredasdorp,-34.5322,20.0403,23.88,60,87,2.47,ZA,1676234612
79,saskylakh,71.9167,114.0833,-38.46,98,59,4.11,RU,1676234613
80,vardo,70.3705,31.1107,-2.01,93,100,8.75,NO,1676234613
81,pacific grove,36.6177,-121.9166,16.34,66,0,4.92,US,1676234613
82,luau,-10.7073,22.2247,18.46,98,99,2.06,AO,1676234614
83,ola,59.5833,151.2833,-19.04,95,96,3.3,RU,1676234614
84,nome,64.5011,-165.4064,-20.96,77,100,7.72,US,1676234615
85,palmer,42.1584,-72.3287,9.23,31,75,0.0,US,1676234615
86,saint-augustin,51.226,-58.6502,-10.59,94,94,4.07,CA,1676234615
87,korhogo,9.45,-5.6333,27.93,11,0,2.8,CI,1676234616
88,havre-saint-pierre,50.2334,-63.5986,-3.0,79,20,8.23,CA,1676234616
89,dubai,25.2582,55.3047,21.96,56,0,2.06,AE,1676234423
90,lodwar,3.1191,35.5973,28.73,21,0,4.19,KE,1676234616
91,buraydah,26.326,43.975,15.25,30,100,5.63,SA,1676234447
92,saint-philippe,-21.3585,55.7679,24.77,81,100,5.78,RE,1676234617
93,butaritari,3.0707,172.7902,26.17,84,79,5.69,KI,1676234617
94,beyneu,45.3167,55.2,-4.33,63,26,4.51,KZ,1676234482
95,thompson,55.7435,-97.8558,-9.91,79,100,4.63,CA,1676234593
96,nanortalik,60.1432,-45.2371,-8.52,66,100,5.21,GL,1676234617
97,port elizabeth,-33.918,25.5701,22.16,88,40,6.17,ZA,1676234618
98,pevek,69.7008,170.3133,-30.5,95,100,1.15,RU,1676234618
99,codrington,-38.2667,141.9667,15.31,58,97,5.01,AU,1676234619
100,kaspiysk,42.8816,47.6392,-1.9,100,100,3.0,RU,1676234619
101,karratha,-20.7377,116.8463,29.7,68,64,6.46,AU,1676234620
102,kodiak,57.79,-152.4072,-6.27,63,100,8.75,US,1676234598
103,bengkulu,-3.8004,102.2655,24.08,82,100,2.64,ID,1676234622
104,rock sound,24.9,-76.2,24.82,81,0,8.47,BS,1676234623
105,labuhan,-6.8844,112.2051,23.58,91,100,3.82,ID,1676234623
106,carnarvon,-24.8667,113.6333,25.28,64,0,9.22,AU,1676234624
107,kavaratti,10.5669,72.642,26.55,74,0,4.62,IN,1676234624
108,yumen,40.2833,97.2,-4.69,45,100,1.9,CN,1676234625
109,astoria,46.1879,-123.8313,10.08,76,81,1.79,US,1676234626
110,san miguel,13.4833,-88.1833,36.78,24,20,4.63,SV,1676234603
111,ancud,-41.8697,-73.8203,14.87,59,97,4.69,CL,1676234626
112,moose factory,51.2585,-80.6094,-13.0,78,100,3.6,CA,1676234627
113,isangel,-19.55,169.2667,25.06,94,100,4.12,VU,1676234627
114,nalut,30.3333,10.85,9.93,73,27,7.69,LY,1676234628
115,chapais,49.7834,-74.8492,-10.12,84,100,1.62,CA,1676234628
116,constitucion,-35.3333,-72.4167,18.84,68,15,6.3,CL,1676234629
117,callander,56.2441,-4.2164,7.44,93,40,1.58,GB,1676234629
118,bozhou,33.8772,115.7703,2.72,94,100,6.26,CN,1676234629
119,fukue,32.6881,128.8419,13.15,88,100,12.66,JP,1676234630
120,kabompo,-13.5927,24.2008,18.01,84,87,1.87,ZM,1676234630
121,san rafael,-34.6177,-68.3301,35.66,19,0,1.67,AR,1676234630
122,roald,62.5833,6.1333,9.63,81,75,11.83,NO,1676234631
